dataset,modality,context,injector,targets_subdimension,dimension,dose,realized_dose,seed,model,n_train,n_test,units,downstream_auc,downstream_ece,downstream_brier,evaluator,worst_subgroup_auc,subgroup_auc_gap,n_subgroups_scored
diabetes_130,tabular,health,label_flip,label_integrity,content_safety,0.3,0.2999973795922646,4,xgboost,76324,25442,fraction,0.6145394422124623,0.23137949346305905,0.1509003490637388,clean held-out test set (no pre-training detector reused),0.43287401574803147,0.2841250345843523,12.0
diabetes_130,tabular,health,label_flip,label_integrity,content_safety,0.4,0.4000052408154709,4,logreg,76324,25442,fraction,0.568867979056292,0.30906276575781516,0.19412391059373701,clean held-out test set (no pre-training detector reused),0.424812030075188,0.3054823668858757,12.0
diabetes_130,tabular,health,label_flip,label_integrity,content_safety,0.4,0.4000052408154709,4,xgboost,76324,25442,fraction,0.5632826593807189,0.3090455524477557,0.19428223858822122,clean held-out test set (no pre-training detector reused),0.4143700787401575,0.15977408509787927,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.0,0.0,0,logreg,76324,25442,fraction,0.6485537763746835,0.004617730827862116,0.09567269392442873,clean held-out test set (no pre-training detector reused),0.5449624060150375,0.285919946926139,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.0,0.0,0,xgboost,76324,25442,fraction,0.676756726987819,0.0011996796529846361,0.09420785749485346,clean held-out test set (no pre-training detector reused),0.5897744360902256,0.1955196815568332,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.03,0.03000366857082962,0,logreg,76324,25442,fraction,0.619260579688766,0.004010507858140858,0.09727729652328354,clean held-out test set (no pre-training detector reused),0.4407894736842105,0.3445046439628484,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.03,0.03000366857082962,0,xgboost,76324,25442,fraction,0.6797510506363909,0.0024818989819651014,0.09411199785021028,clean held-out test set (no pre-training detector reused),0.5894736842105263,0.2104893061669718,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.05,0.04999737959226456,0,logreg,76324,25442,fraction,0.6149055483428473,0.0032318743125724987,0.09742418581727791,clean held-out test set (no pre-training detector reused),0.4407894736842105,0.3342105263157895,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.05,0.04999737959226456,0,xgboost,76324,25442,fraction,0.6786063319982165,0.0027698129715312946,0.09417379631274936,clean held-out test set (no pre-training detector reused),0.6045112781954887,0.1915657018193152,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.1,0.09999475918452912,0,logreg,76324,25442,fraction,0.6076716290594548,0.0018329131633685013,0.09764342691656842,clean held-out test set (no pre-training detector reused),0.45065789473684215,0.3022832817337461,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.1,0.09999475918452912,0,xgboost,76324,25442,fraction,0.678372811359566,0.0029853812497068,0.09420167962746386,clean held-out test set (no pre-training detector reused),0.5759398496240602,0.2145856870154661,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.2,0.20000262040773545,0,logreg,76324,25442,fraction,0.6064194846940506,0.0013575296518826782,0.097682829763458,clean held-out test set (no pre-training detector reused),0.45723684210526316,0.29276315789473684,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.2,0.20000262040773545,0,xgboost,76324,25442,fraction,0.6793964997648354,0.0008684801986232594,0.09411339000088204,clean held-out test set (no pre-training detector reused),0.5843609022556391,0.20449920137130395,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.3,0.2999973795922646,0,logreg,76324,25442,fraction,0.6040431531179944,0.0011352999135766993,0.09775126024221681,clean held-out test set (no pre-training detector reused),0.45065789473684215,0.28757739938080484,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.3,0.2999973795922646,0,xgboost,76324,25442,fraction,0.6779966849575324,0.0032743918473350027,0.09420947603456582,clean held-out test set (no pre-training detector reused),0.5840601503759397,0.20720557871362355,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.4,0.4000052408154709,0,logreg,76324,25442,fraction,0.6034668550373846,0.001174233062597563,0.09776448631057096,clean held-out test set (no pre-training detector reused),0.45394736842105265,0.29458204334365323,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.4,0.4000052408154709,0,xgboost,76324,25442,fraction,0.6775330409107433,0.0012555365094799509,0.09426439665575077,clean held-out test set (no pre-training detector reused),0.5921804511278195,0.20278624021192881,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.0,0.0,1,logreg,76324,25442,fraction,0.6433938507353842,0.003643623129067649,0.0960632675259399,clean held-out test set (no pre-training detector reused),0.4974358974358974,0.3040133779264215,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.0,0.0,1,xgboost,76324,25442,fraction,0.6768383072709911,0.0023120882722224966,0.09436188847728107,clean held-out test set (no pre-training detector reused),0.564753320683112,0.21473385880406748,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.03,0.03000366857082962,1,logreg,76324,25442,fraction,0.61362181596713,0.001480661152076527,0.09745640866207994,clean held-out test set (no pre-training detector reused),0.43076923076923074,0.3909698996655519,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.03,0.03000366857082962,1,xgboost,76324,25442,fraction,0.6774594082769345,0.0027338288239104006,0.09428733490190268,clean held-out test set (no pre-training detector reused),0.5706831119544592,0.20694514708675193,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.05,0.04999737959226456,1,logreg,76324,25442,fraction,0.6076066609218148,0.0008479140338360428,0.09768133929208653,clean held-out test set (no pre-training detector reused),0.3846153846153846,0.45016722408026755,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.05,0.04999737959226456,1,xgboost,76324,25442,fraction,0.676522567420494,0.002821430667411056,0.09435288497374637,clean held-out test set (no pre-training detector reused),0.558111954459203,0.2418880455407969,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.1,0.09999475918452912,1,logreg,76324,25442,fraction,0.6033942976737838,0.0010169860439937961,0.09780911771213056,clean held-out test set (no pre-training detector reused),0.41025641025641024,0.4201783723522854,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.1,0.09999475918452912,1,xgboost,76324,25442,fraction,0.6778316465642303,0.0014667610296532,0.0943556544145999,clean held-out test set (no pre-training detector reused),0.5616698292220115,0.24858658103439868,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.2,0.20000262040773545,1,logreg,76324,25442,fraction,0.5992697169921539,0.0012062463788780433,0.0979218122077477,clean held-out test set (no pre-training detector reused),0.4205128205128205,0.40847268673355636,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.2,0.20000262040773545,1,xgboost,76324,25442,fraction,0.6776066345854864,0.0017665522391217125,0.09431851779995828,clean held-out test set (no pre-training detector reused),0.5664136622390892,0.2102053453302969,12.0
diabetes_130,tabular,health,range_violation,measurement_range_violation,physical_safety,0.3,0.2999973795922646,1,logreg,76324,25442,fraction,0.5969846275475157,0.0013700339161369138,0.09798793942244224,clean held-out test set (no pre-training detector reused),0.41025641025641024,0.4201783723522854,12.0
