dataset,modality,context,injector,targets_subdimension,dimension,dose,realized_dose,seed,model,n_train,n_test,units,downstream_auc,downstream_ece,downstream_brier,evaluator,worst_subgroup_auc,subgroup_auc_gap,n_subgroups_scored
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.0,0.0,0,logreg,3180,1060,fraction,0.6917416867603065,0.023175751708461492,0.12025431525833377,clean held-out test set (no pre-training detector reused),0.536,0.0,1.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.0,0.0,0,xgboost,3180,1060,fraction,0.6385424799121177,0.06240751027669934,0.12923574052760411,clean held-out test set (no pre-training detector reused),0.288,0.0,1.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.03,0.029874213836477988,0,logreg,3180,1060,fraction,0.6793745984150781,0.023536176136919877,0.1215297802554883,clean held-out test set (no pre-training detector reused),0.496,0.0,1.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.03,0.029874213836477988,0,xgboost,3180,1060,fraction,0.6443391207621996,0.05576987356729455,0.12785517313343725,clean held-out test set (no pre-training detector reused),0.312,0.0,1.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.05,0.05,0,logreg,3180,1060,fraction,0.670082009686401,0.01530723249943804,0.12240469171132291,clean held-out test set (no pre-training detector reused),0.544,0.0,1.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.05,0.05,0,xgboost,3180,1060,fraction,0.6447467510484389,0.061187736885314634,0.1295858741795264,clean held-out test set (no pre-training detector reused),0.368,0.0,1.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.1,0.1,0,logreg,3180,1060,fraction,0.656726936071135,0.017238030582851043,0.12336706383065771,clean held-out test set (no pre-training detector reused),0.56,0.0,1.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.1,0.1,0,xgboost,3180,1060,fraction,0.6559738563897775,0.05128697775247208,0.12958214958316683,clean held-out test set (no pre-training detector reused),0.44,0.0,1.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.2,0.2,0,logreg,3180,1060,fraction,0.6524502725595727,0.019625559668237345,0.12387776848807722,clean held-out test set (no pre-training detector reused),0.5920000000000001,0.0,1.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.2,0.2,0,xgboost,3180,1060,fraction,0.6485466943947381,0.061631434309770756,0.1292093397152763,clean held-out test set (no pre-training detector reused),0.288,0.0,1.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.3,0.3,0,logreg,3180,1060,fraction,0.6472892585965082,0.020719546692425893,0.1242006430979568,clean held-out test set (no pre-training detector reused),0.536,0.0,1.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.3,0.3,0,xgboost,3180,1060,fraction,0.6600501592521711,0.05031802590743129,0.12701633597679932,clean held-out test set (no pre-training detector reused),0.368,0.0,1.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.4,0.4,0,logreg,3180,1060,fraction,0.6428467793752893,0.02059211863436173,0.12449406849547517,clean held-out test set (no pre-training detector reused),0.536,0.0,1.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.4,0.4,0,xgboost,3180,1060,fraction,0.6541222476319444,0.05246974734396165,0.12692369313706742,clean held-out test set (no pre-training detector reused),0.312,0.0,1.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.0,0.0,1,logreg,3180,1060,fraction,0.7319450873641519,0.02290506449119662,0.11684721309322112,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.0,0.0,1,xgboost,3180,1060,fraction,0.6645133654370972,0.06507795564720475,0.12899946286528086,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.03,0.029874213836477988,1,logreg,3180,1060,fraction,0.7192878215270244,0.02486195078461042,0.11898337556669575,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.03,0.029874213836477988,1,xgboost,3180,1060,fraction,0.6712565376298025,0.060597365792568365,0.12711430099434573,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.05,0.05,1,logreg,3180,1060,fraction,0.7132010031850434,0.023477076825928155,0.11978626578350404,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.05,0.05,1,xgboost,3180,1060,fraction,0.6570585674904483,0.06401427282099523,0.1297127103348997,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.1,0.1,1,logreg,3180,1060,fraction,0.6963637996669868,0.014510378826714264,0.12163426553020182,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.1,0.1,1,xgboost,3180,1060,fraction,0.6647551800136798,0.061495218602369346,0.12707738198177487,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.2,0.2,1,logreg,3180,1060,fraction,0.6826287317170907,0.01783268541879987,0.12317117024110988,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.2,0.2,1,xgboost,3180,1060,fraction,0.6685205784204671,0.05470449693527355,0.12710796531589813,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.3,0.3,1,logreg,3180,1060,fraction,0.6845217944023381,0.020929057299971795,0.12300537882082158,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.3,0.3,1,xgboost,3180,1060,fraction,0.6678849515334498,0.05295828537958376,0.12610580012591974,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.4,0.4,1,logreg,3180,1060,fraction,0.6753121135284892,0.01902350882910268,0.12363103049798482,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.4,0.4,1,xgboost,3180,1060,fraction,0.674393218137475,0.04205779175950602,0.12486947245209228,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.0,0.0,2,logreg,3180,1060,fraction,0.7419216658951631,0.02006204308906418,0.11466857738772655,clean held-out test set (no pre-training detector reused),0.5,0.16666666666666663,2.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.0,0.0,2,xgboost,3180,1060,fraction,0.681758199241393,0.048558243094143944,0.12304723804299206,clean held-out test set (no pre-training detector reused),0.396551724137931,0.36386494252873564,2.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.03,0.029874213836477988,2,logreg,3180,1060,fraction,0.7229841300547883,0.023551579062154077,0.11874931766351869,clean held-out test set (no pre-training detector reused),0.65625,0.03340517241379315,2.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.03,0.029874213836477988,2,xgboost,3180,1060,fraction,0.6824767339832388,0.04729395596033736,0.12293691307038122,clean held-out test set (no pre-training detector reused),0.41379310344827586,0.36745689655172414,2.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.05,0.05,2,logreg,3180,1060,fraction,0.7318552705214214,0.021416021156686914,0.11801948390086053,clean held-out test set (no pre-training detector reused),0.6354166666666666,0.105962643678161,2.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.05,0.05,2,xgboost,3180,1060,fraction,0.6674635032714058,0.05604563232814401,0.1262131566375779,clean held-out test set (no pre-training detector reused),0.5689655172413793,0.2227011494252873,2.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.1,0.1,2,logreg,3180,1060,fraction,0.7125791942738308,0.027313888025369104,0.12019244328769377,clean held-out test set (no pre-training detector reused),0.4895833333333333,0.21731321839080459,2.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.1,0.1,2,xgboost,3180,1060,fraction,0.6758302876211664,0.049036675848435816,0.12535719439879484,clean held-out test set (no pre-training detector reused),0.6206896551724137,0.18139367816091956,2.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.2,0.2,2,logreg,3180,1060,fraction,0.701365906908297,0.031411432534312445,0.12121827092249216,clean held-out test set (no pre-training detector reused),0.4375,0.20043103448275856,2.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.2,0.2,2,xgboost,3180,1060,fraction,0.6936831123608702,0.04114121688696785,0.12239426579035476,clean held-out test set (no pre-training detector reused),0.5689655172413792,0.2747844827586208,2.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.3,0.3,2,logreg,3180,1060,fraction,0.6994313902956356,0.030068569916328766,0.1215421393351831,clean held-out test set (no pre-training detector reused),0.4375,0.1831896551724138,2.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.3,0.3,2,xgboost,3180,1060,fraction,0.6906155217322215,0.05342107379505903,0.12040830779927564,clean held-out test set (no pre-training detector reused),0.6724137931034483,0.09841954022988497,2.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.4,0.4,2,logreg,3180,1060,fraction,0.6972619680942939,0.02687439642735654,0.12169808707697269,clean held-out test set (no pre-training detector reused),0.46875,0.16918103448275867,2.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.4,0.4,2,xgboost,3180,1060,fraction,0.6941391055624262,0.033716552041225,0.12001054881451632,clean held-out test set (no pre-training detector reused),0.43103448275862066,0.22521551724137934,2.0
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.0,0.0,3,logreg,3180,1060,fraction,0.729520032610423,0.021185470072769278,0.11480518952332386,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.0,0.0,3,xgboost,3180,1060,fraction,0.6646515451951444,0.05120232785318291,0.12731302750955073,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.03,0.029874213836477988,3,logreg,3180,1060,fraction,0.7005713732995252,0.009002869735634045,0.1189976330922078,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.03,0.029874213836477988,3,xgboost,3180,1060,fraction,0.6624199421026814,0.0493432533173857,0.1262898726575349,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.05,0.05,3,logreg,3180,1060,fraction,0.6864148570875852,0.011713867051324727,0.12076696656838994,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.05,0.05,3,xgboost,3180,1060,fraction,0.6586269077442846,0.05792631186140737,0.12719978433659057,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.1,0.1,3,logreg,3180,1060,fraction,0.6734535957827539,0.012347515231577715,0.12225554810321111,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.1,0.1,3,xgboost,3180,1060,fraction,0.6574869247403948,0.04830462924393667,0.12684535446512785,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.2,0.2,3,logreg,3180,1060,fraction,0.6691147513800704,0.015027933895190578,0.12255846060937585,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.2,0.2,3,xgboost,3180,1060,fraction,0.6413751649520861,0.04952079565352145,0.12616752369063033,clean held-out test set (no pre-training detector reused),,,
framingham,tabular,health,range_violation,measurement_range_violation,physical_safety,0.3,0.3,3,logreg,3180,1060,fraction,0.6625304859091192,0.013463200741108475,0.12353141750706004,clean held-out test set (no pre-training detector reused),,,
