dataset,modality,context,risk_level,injector,targets_subdimension,is_target,dose,realized_dose,seed,dimension,subdimension,pretraining_score,n_records,n_flagged,threshold,exceeds_threshold,detector,units
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.0,0.0,2,content_safety,label_integrity,0.1911837900826509,76324,8534,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.0,0.0,2,content_safety,representation_imbalance,0.6503739696182441,76324,494,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,True,0.0,0.0,2,physical_safety,measurement_range_violation,0.0,76324,0,0.01,False,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.0,0.0,2,physical_safety,safety_critical_edge_case_coverage,0.1728,76324,68,0.1,True,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.0,0.0,2,physical_safety,outcome_severity_exposure,0.11160316545254442,76324,8518,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.03,0.03000366857082962,2,content_safety,label_integrity,0.19487738113698747,76324,8594,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.03,0.03000366857082962,2,content_safety,representation_imbalance,0.6503739696182441,76324,494,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,True,0.03,0.03000366857082962,2,physical_safety,measurement_range_violation,0.03000366857082962,76324,2290,0.01,True,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.03,0.03000366857082962,2,physical_safety,safety_critical_edge_case_coverage,0.11840000000000002,76324,204,0.1,True,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.03,0.03000366857082962,2,physical_safety,outcome_severity_exposure,0.11160316545254442,76324,8518,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.05,0.04999737959226456,2,content_safety,label_integrity,0.1952462125986749,76324,8528,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.05,0.04999737959226456,2,content_safety,representation_imbalance,0.6503739696182441,76324,494,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,True,0.05,0.04999737959226456,2,physical_safety,measurement_range_violation,0.04999737959226456,76324,3816,0.01,True,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.05,0.04999737959226456,2,physical_safety,safety_critical_edge_case_coverage,0.07680000000000001,76324,308,0.1,False,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.05,0.04999737959226456,2,physical_safety,outcome_severity_exposure,0.11160316545254442,76324,8518,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.1,0.09999475918452912,2,content_safety,label_integrity,0.1952965692633688,76324,8519,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.1,0.09999475918452912,2,content_safety,representation_imbalance,0.6503739696182441,76324,494,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,True,0.1,0.09999475918452912,2,physical_safety,measurement_range_violation,0.09999475918452912,76324,7632,0.01,True,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.1,0.09999475918452912,2,physical_safety,safety_critical_edge_case_coverage,0.0,76324,0,0.1,False,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.1,0.09999475918452912,2,physical_safety,outcome_severity_exposure,0.11160316545254442,76324,8518,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.2,0.20000262040773545,2,content_safety,label_integrity,0.19554223966223783,76324,8517,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.2,0.20000262040773545,2,content_safety,representation_imbalance,0.6503739696182441,76324,494,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,True,0.2,0.20000262040773545,2,physical_safety,measurement_range_violation,0.20000262040773545,76324,15265,0.01,True,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.2,0.20000262040773545,2,physical_safety,safety_critical_edge_case_coverage,0.0,76324,0,0.1,False,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.2,0.20000262040773545,2,physical_safety,outcome_severity_exposure,0.11160316545254442,76324,8518,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.3,0.2999973795922646,2,content_safety,label_integrity,0.19555611372974147,76324,8517,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.3,0.2999973795922646,2,content_safety,representation_imbalance,0.6503739696182441,76324,494,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,True,0.3,0.2999973795922646,2,physical_safety,measurement_range_violation,0.2999973795922646,76324,22897,0.01,True,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.3,0.2999973795922646,2,physical_safety,safety_critical_edge_case_coverage,0.0,76324,0,0.1,False,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.3,0.2999973795922646,2,physical_safety,outcome_severity_exposure,0.11160316545254442,76324,8518,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.4,0.4000052408154709,2,content_safety,label_integrity,0.1955436549290896,76324,8517,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.4,0.4000052408154709,2,content_safety,representation_imbalance,0.6503739696182441,76324,494,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,True,0.4,0.4000052408154709,2,physical_safety,measurement_range_violation,0.4000052408154709,76324,30530,0.01,True,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.4,0.4000052408154709,2,physical_safety,safety_critical_edge_case_coverage,0.0,76324,0,0.1,False,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.4,0.4000052408154709,2,physical_safety,outcome_severity_exposure,0.11160316545254442,76324,8518,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.0,0.0,3,content_safety,label_integrity,0.19144677226689172,76324,8533,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.0,0.0,3,content_safety,representation_imbalance,0.6502953573861808,76324,505,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,True,0.0,0.0,3,physical_safety,measurement_range_violation,0.0,76324,0,0.01,False,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.0,0.0,3,physical_safety,safety_critical_edge_case_coverage,0.172,76324,70,0.1,True,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.0,0.0,3,physical_safety,outcome_severity_exposure,0.11160316545254442,76324,8518,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.03,0.03000366857082962,3,content_safety,label_integrity,0.19487673487990095,76324,8591,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.03,0.03000366857082962,3,content_safety,representation_imbalance,0.6502953573861808,76324,505,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,True,0.03,0.03000366857082962,3,physical_safety,measurement_range_violation,0.03000366857082962,76324,2290,0.01,True,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.03,0.03000366857082962,3,physical_safety,safety_critical_edge_case_coverage,0.1136,76324,216,0.1,True,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,range_violation,measurement_range_violation,False,0.03,0.03000366857082962,3,physical_safety,outcome_severity_exposure,0.11160316545254442,76324,8518,0.1,True,outcome column base rate,fraction
