dataset,injector,targets_subdimension,dose,seed,realized_dose,pretraining_score,threshold,risk_level,modality,context,targets_subdimension_post,dimension,model,n_train,n_test,units,downstream_auc,downstream_ece,downstream_brier,evaluator,worst_subgroup_auc,subgroup_auc_gap,n_subgroups_scored,evaluator_independent_of_pretraining_detector,harm_threshold,downstream_emh,downstream_harm_probability,downstream_mean_harm,n_prompts,n_generations
framingham,edge_case_dropout,safety_critical_edge_case_coverage,0.05,4,0.0505050505050505,0.27,0.1,high,tabular,health,safety_critical_edge_case_coverage,physical_safety,xgboost,3180.0,1060.0,fraction,0.6689143907309019,0.06386559337513734,0.1279268757684764,clean held-out test set (no pre-training detector reused),0.4722222222222222,0.0,1.0,,,,,,,
framingham,edge_case_dropout,safety_critical_edge_case_coverage,0.1,4,0.0995670995670995,0.27,0.1,high,tabular,health,safety_critical_edge_case_coverage,physical_safety,logreg,3180.0,1060.0,fraction,0.7284698664492638,0.0208662686557352,0.11635165531455899,clean held-out test set (no pre-training detector reused),0.6944444444444444,0.0,1.0,,,,,,,
framingham,edge_case_dropout,safety_critical_edge_case_coverage,0.1,4,0.0995670995670995,0.27,0.1,high,tabular,health,safety_critical_edge_case_coverage,physical_safety,xgboost,3180.0,1060.0,fraction,0.6659227989691789,0.05111379742442261,0.1267402986658741,clean held-out test set (no pre-training detector reused),0.41666666666666663,0.0,1.0,,,,,,,
framingham,edge_case_dropout,safety_critical_edge_case_coverage,0.2,4,0.2005772005772005,0.315,0.1,high,tabular,health,safety_critical_edge_case_coverage,physical_safety,logreg,3180.0,1060.0,fraction,0.7282073249089741,0.021832413682647617,0.11643194675361036,clean held-out test set (no pre-training detector reused),0.6944444444444444,0.0,1.0,,,,,,,
framingham,edge_case_dropout,safety_critical_edge_case_coverage,0.2,4,0.2005772005772005,0.315,0.1,high,tabular,health,safety_critical_edge_case_coverage,physical_safety,xgboost,3180.0,1060.0,fraction,0.6614665017721554,0.05861142409321817,0.13006006960584132,clean held-out test set (no pre-training detector reused),0.6203703703703703,0.0,1.0,,,,,,,
framingham,edge_case_dropout,safety_critical_edge_case_coverage,0.3,4,0.3001443001443001,0.34,0.1,high,tabular,health,safety_critical_edge_case_coverage,physical_safety,logreg,3180.0,1060.0,fraction,0.7285389563282875,0.022881655184090847,0.11618571285138006,clean held-out test set (no pre-training detector reused),0.6481481481481481,0.0,1.0,,,,,,,
framingham,edge_case_dropout,safety_critical_edge_case_coverage,0.3,4,0.3001443001443001,0.34,0.1,high,tabular,health,safety_critical_edge_case_coverage,physical_safety,xgboost,3180.0,1060.0,fraction,0.6654737147555254,0.055118093586017214,0.12909470583368748,clean held-out test set (no pre-training detector reused),0.43518518518518523,0.0,1.0,,,,,,,
framingham,edge_case_dropout,safety_critical_edge_case_coverage,0.4,4,0.3997113997113997,0.3983333333333333,0.1,high,tabular,health,safety_critical_edge_case_coverage,physical_safety,logreg,3180.0,1060.0,fraction,0.7264869869212859,0.024082015652289034,0.11591778346741696,clean held-out test set (no pre-training detector reused),0.6481481481481483,0.0,1.0,,,,,,,
framingham,edge_case_dropout,safety_critical_edge_case_coverage,0.4,4,0.3997113997113997,0.3983333333333333,0.1,high,tabular,health,safety_critical_edge_case_coverage,physical_safety,xgboost,3180.0,1060.0,fraction,0.658923994224086,0.06936711996007397,0.1298089326158345,clean held-out test set (no pre-training detector reused),0.4074074074074074,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.0,0,0.0,0.2294656664216288,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.6929991225585364,0.02951322415870826,0.12030853289989708,clean held-out test set (no pre-training detector reused),0.52,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.0,0,0.0,0.2294656664216288,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.646294364338568,0.055560903584821825,0.12848515750293016,clean held-out test set (no pre-training detector reused),0.352,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.03,0,0.0298742138364779,0.2586877722279293,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.6928471248246844,0.03107901477419494,0.12036450838981179,clean held-out test set (no pre-training detector reused),0.544,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.03,0,0.0298742138364779,0.2586877722279293,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6429711411575317,0.05201157097032575,0.12872416929196706,clean held-out test set (no pre-training detector reused),0.592,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.05,0,0.05,0.2816525676109045,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.6896344454500861,0.03970466775259373,0.12223495761477607,clean held-out test set (no pre-training detector reused),0.48000000000000004,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.05,0,0.05,0.2816525676109045,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6215532786602092,0.05585202612597846,0.13050699408831531,clean held-out test set (no pre-training detector reused),0.376,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.1,0,0.1,0.3266330819964988,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.682559641838067,0.07432471012208029,0.125824911875912,clean held-out test set (no pre-training detector reused),0.472,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.1,0,0.1,0.3266330819964988,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6308735033404956,0.0653401104891497,0.1346590112496171,clean held-out test set (no pre-training detector reused),0.264,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.2,0,0.2,0.4048587661725731,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.6655289866587443,0.14869347974408242,0.1423184364801506,clean held-out test set (no pre-training detector reused),0.46399999999999997,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.2,0,0.2,0.4048587661725731,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.5930191586234532,0.13769278191030027,0.15364127453216167,clean held-out test set (no pre-training detector reused),0.48,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.3,0,0.3,0.4559076576351469,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.6620744927075632,0.21079033586976065,0.16608559440141077,clean held-out test set (no pre-training detector reused),0.544,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.3,0,0.3,0.4559076576351469,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.552801940043803,0.20633210018980058,0.18263733440325633,clean held-out test set (no pre-training detector reused),0.488,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.4,0,0.4,0.4887621566993091,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.5761612281416896,0.2801853115672382,0.2042894774795984,clean held-out test set (no pre-training detector reused),0.44,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.4,0,0.4,0.4887621566993091,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.537387988033633,0.2715425859293285,0.21369342206871747,clean held-out test set (no pre-training detector reused),0.392,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.0,1,0.0,0.2311757790484996,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7329607085857992,0.02868305414930547,0.1165800121486672,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.0,1,0.0,0.2311757790484996,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6681544020616419,0.05832100647703726,0.12818252147335213,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.03,1,0.0298742138364779,0.2714564482644806,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7303283841949992,0.05120076802973158,0.11793863611286752,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.03,1,0.0298742138364779,0.2714564482644806,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6512688356282688,0.04456623245232721,0.12939805603147608,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.05,1,0.05,0.2840092181444077,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7359523003475221,0.04404059084749409,0.11860497580207323,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.05,1,0.05,0.2840092181444077,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6491201403906341,0.04999426477325132,0.12919675189798502,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.1,1,0.1,0.326105382966919,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7307636504328481,0.07522914717554996,0.12280804343065344,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.1,1,0.1,0.326105382966919,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6276539149779949,0.07066769660274796,0.13946053064499983,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.2,1,0.2,0.3922341069054464,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.6953550874332418,0.13245121904674487,0.1381337101325139,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.2,1,0.2,0.3922341069054464,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.5443177028997023,0.13446051697686032,0.15633823165844649,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.3,1,0.3,0.4554191201703758,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.688757003986486,0.207430705983057,0.16434575843035795,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.3,1,0.3,0.4554191201703758,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.5032506788080614,0.21413022097340736,0.18366040324176244,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.4,1,0.4,0.4899622679605497,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.5776052066132832,0.27241178121250487,0.2008312941250401,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.4,1,0.4,0.4899622679605497,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.4828622555081906,0.2696099843548716,0.21978497470512853,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.0,2,0.0,0.2325423623446958,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7375620945287726,0.020816453872744865,0.1151352999125213,clean held-out test set (no pre-training detector reused),0.4827586206896552,0.19432471264367807,2.0,,,,,,,
framingham,label_flip,label_integrity,0.0,2,0.0,0.2325423623446958,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.682138193576023,0.05411097454719844,0.12437455161531516,clean held-out test set (no pre-training detector reused),0.39655172413793105,0.41594827586206884,2.0,,,,,,,
framingham,label_flip,label_integrity,0.03,2,0.0298742138364779,0.263897790862066,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7334236107752576,0.024336072336298205,0.11614783288083214,clean held-out test set (no pre-training detector reused),0.46551724137931033,0.2323994252873563,2.0,,,,,,,
framingham,label_flip,label_integrity,0.03,2,0.0298742138364779,0.263897790862066,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6597530727723695,0.042042564121426415,0.12661024351434813,clean held-out test set (no pre-training detector reused),0.3620689655172414,0.5025143678160919,2.0,,,,,,,
framingham,label_flip,label_integrity,0.05,2,0.05,0.2862394912112382,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7397798796454307,0.04614441799683205,0.11654842648936539,clean held-out test set (no pre-training detector reused),0.4482758620689655,0.23922413793103448,2.0,,,,,,,
framingham,label_flip,label_integrity,0.05,2,0.05,0.2862394912112382,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6638017396831538,0.044046286099045616,0.12638130363007308,clean held-out test set (no pre-training detector reused),0.5,0.0625,2.0,,,,,,,
framingham,label_flip,label_integrity,0.1,2,0.1,0.3257585888426523,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7347432274646086,0.06971694891407958,0.12105043408843243,clean held-out test set (no pre-training detector reused),0.65625,0.016163793103448176,2.0,,,,,,,
framingham,label_flip,label_integrity,0.1,2,0.1,0.3257585888426523,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6584887279862373,0.061580057221218794,0.1318618088741204,clean held-out test set (no pre-training detector reused),0.41379310344827586,0.5028735632183907,2.0,,,,,,,
framingham,label_flip,label_integrity,0.2,2,0.2,0.4049716578900771,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7162271398862781,0.14457348109914928,0.1391644260676913,clean held-out test set (no pre-training detector reused),0.27586206896551724,0.5053879310344828,2.0,,,,,,,
framingham,label_flip,label_integrity,0.2,2,0.2,0.4049716578900771,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6213598269989429,0.13451480228664736,0.14751912964169506,clean held-out test set (no pre-training detector reused),0.46551724137931033,0.08656609195402304,2.0,,,,,,,
framingham,label_flip,label_integrity,0.3,2,0.3,0.4491580494003527,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.6815785655559317,0.18515769641185992,0.15798477707717914,clean held-out test set (no pre-training detector reused),0.6770833333333333,0.09877873563218398,2.0,,,,,,,
framingham,label_flip,label_integrity,0.3,2,0.3,0.4491580494003527,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6035691831503602,0.1927202765390558,0.16701300893192625,clean held-out test set (no pre-training detector reused),0.396551724137931,0.17636494252873564,2.0,,,,,,,
framingham,label_flip,label_integrity,0.4,2,0.4,0.4874475712098874,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.6591519908248642,0.2665967905381052,0.19497790263588222,clean held-out test set (no pre-training detector reused),0.375,0.07327586206896552,2.0,,,,,,,
framingham,label_flip,label_integrity,0.4,2,0.4,0.4874475712098874,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.5376090756465086,0.27120312830819837,0.21042390792087523,clean held-out test set (no pre-training detector reused),0.34375,0.12176724137931033,2.0,,,,,,,
framingham,label_flip,label_integrity,0.0,3,0.0,0.232589110740306,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7278687845017583,0.020212109656561797,0.11504797950578392,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.0,3,0.0,0.232589110740306,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6545713318455979,0.05641727432068264,0.12804909586960664,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.03,3,0.0298742138364779,0.2594307740848617,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7277375137316133,0.02290979231440355,0.11571000971475173,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.03,3,0.0298742138364779,0.2594307740848617,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6699023760009396,0.03620973842719324,0.12538596332294255,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.05,3,0.05,0.2827126857689218,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7285942282315064,0.039920853116125386,0.11699036262114199,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.05,3,0.05,0.2827126857689218,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.643088593951872,0.04549409071739131,0.12964461740448996,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.1,3,0.1,0.3277226364352104,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7309225571546024,0.07307000176418253,0.12065898888519001,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.1,3,0.1,0.3277226364352104,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6248281389259287,0.07229099270167218,0.13436464480548468,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.2,3,0.2,0.4074908786915602,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7232604895708827,0.14717608183196557,0.13820439706098106,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.2,3,0.2,0.4074908786915602,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6044949875292769,0.13656949293008952,0.15091962872003867,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.3,3,0.3,0.4595301109718118,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7115428460884764,0.21552978088978864,0.16567322361121875,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.3,3,0.3,0.4595301109718118,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6172558881849398,0.2106479402280079,0.1737248666610308,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.4,3,0.4,0.4911196889558695,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.44696315436751666,0.2768007320928505,0.20766076453402466,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.4,3,0.4,0.4911196889558695,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.4727267702554253,0.2791875191524905,0.2255922610358665,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,label_flip,label_integrity,0.0,4,0.0,0.2313800834937671,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7300520246789048,0.019653313410975454,0.1161398634354795,clean held-out test set (no pre-training detector reused),0.7407407407407407,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.0,4,0.0,0.2313800834937671,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6732186901940733,0.04744273725774068,0.12712097327830071,clean held-out test set (no pre-training detector reused),0.5277777777777778,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.03,4,0.0298742138364779,0.2654673644914253,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7248633747642308,0.03145609601062435,0.11679774296527705,clean held-out test set (no pre-training detector reused),0.6203703703703703,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.03,4,0.0298742138364779,0.2654673644914253,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6660540697393239,0.03799210550913693,0.12659233720405147,clean held-out test set (no pre-training detector reused),0.4166666666666667,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.05,4,0.05,0.2792958290571316,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7271364317841079,0.035931207154876695,0.11747755357049731,clean held-out test set (no pre-training detector reused),0.7592592592592592,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.05,4,0.05,0.2792958290571316,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6619708578890278,0.03407291386294054,0.1257574697117385,clean held-out test set (no pre-training detector reused),0.5,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.1,4,0.1,0.3361132983653582,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7203172607244764,0.08157877505234898,0.12317331059754784,clean held-out test set (no pre-training detector reused),0.5555555555555556,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.1,4,0.1,0.3361132983653582,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6088200139561556,0.07086781317649304,0.13550917880520447,clean held-out test set (no pre-training detector reused),0.37037037037037035,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.2,4,0.2,0.4012919398221991,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.7132424571124576,0.1382684513198969,0.1368220730138707,clean held-out test set (no pre-training detector reused),0.5185185185185186,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.2,4,0.2,0.4012919398221991,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6486917831406877,0.12335212312744191,0.1437994015717709,clean held-out test set (no pre-training detector reused),0.6759259259259258,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.3,4,0.3,0.4619587109940154,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.6941460145503286,0.22684465583424296,0.17274460424379487,clean held-out test set (no pre-training detector reused),0.4537037037037037,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.3,4,0.3,0.4619587109940154,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.6272601026675603,0.22551319057930191,0.18039085889452144,clean held-out test set (no pre-training detector reused),0.5,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.4,4,0.4,0.4873110236349743,0.05,high,tabular,health,label_integrity,content_safety,logreg,3180.0,1060.0,fraction,0.5777088414318187,0.27846073116042397,0.20399475178017185,clean held-out test set (no pre-training detector reused),0.4537037037037038,0.0,1.0,,,,,,,
framingham,label_flip,label_integrity,0.4,4,0.4,0.4873110236349743,0.05,high,tabular,health,label_integrity,content_safety,xgboost,3180.0,1060.0,fraction,0.5386730597834722,0.2743907546870551,0.21659614177366623,clean held-out test set (no pre-training detector reused),0.5740740740740741,0.0,1.0,,,,,,,
framingham,range_violation,measurement_range_violation,0.0,0,0.0,0.0981132075471698,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,3180.0,1060.0,fraction,0.6929991225585364,0.02951322415870826,0.12030853289989708,clean held-out test set (no pre-training detector reused),0.52,0.0,1.0,,,,,,,
framingham,range_violation,measurement_range_violation,0.0,0,0.0,0.0981132075471698,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,3180.0,1060.0,fraction,0.646294364338568,0.055560903584821825,0.12848515750293016,clean held-out test set (no pre-training detector reused),0.352,0.0,1.0,,,,,,,
framingham,range_violation,measurement_range_violation,0.03,0,0.0298742138364779,0.1235849056603773,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,3180.0,1060.0,fraction,0.6826978215961145,0.024059072661128195,0.1226821048632289,clean held-out test set (no pre-training detector reused),0.48,0.0,1.0,,,,,,,
framingham,range_violation,measurement_range_violation,0.03,0,0.0298742138364779,0.1235849056603773,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,3180.0,1060.0,fraction,0.6332571041668106,0.06493751790027466,0.12870687450555554,clean held-out test set (no pre-training detector reused),0.32799999999999996,0.0,1.0,,,,,,,
framingham,range_violation,measurement_range_violation,0.05,0,0.05,0.1418238993710691,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,3180.0,1060.0,fraction,0.6851712392651601,0.020176393885256463,0.1228567673765088,clean held-out test set (no pre-training detector reused),0.528,0.0,1.0,,,,,,,
framingham,range_violation,measurement_range_violation,0.05,0,0.05,0.1418238993710691,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,3180.0,1060.0,fraction,0.6455827385846247,0.05955518167817369,0.12941481477249242,clean held-out test set (no pre-training detector reused),0.312,0.0,1.0,,,,,,,
framingham,range_violation,measurement_range_violation,0.1,0,0.1,0.1886792452830188,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,3180.0,1060.0,fraction,0.6800516792295097,0.023960857280046568,0.12330888277846903,clean held-out test set (no pre-training detector reused),0.552,0.0,1.0,,,,,,,
framingham,range_violation,measurement_range_violation,0.1,0,0.1,0.1886792452830188,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,3180.0,1060.0,fraction,0.6515659221080704,0.05717144298701073,0.13008153503708342,clean held-out test set (no pre-training detector reused),0.416,0.0,1.0,,,,,,,
framingham,range_violation,measurement_range_violation,0.2,0,0.2,0.2770440251572327,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,3180.0,1060.0,fraction,0.6790015130683504,0.01970377277574528,0.12352180283303742,clean held-out test set (no pre-training detector reused),0.5920000000000001,0.0,1.0,,,,,,,
framingham,range_violation,measurement_range_violation,0.2,0,0.2,0.2770440251572327,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,3180.0,1060.0,fraction,0.6474965282335791,0.06420239707507755,0.1284281512063799,clean held-out test set (no pre-training detector reused),0.352,0.0,1.0,,,,,,,
framingham,range_violation,measurement_range_violation,0.3,0,0.3,0.3732704402515723,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,3180.0,1060.0,fraction,0.681012028547938,0.020549188573855598,0.12326781895913466,clean held-out test set (no pre-training detector reused),0.456,0.0,1.0,,,,,,,
framingham,range_violation,measurement_range_violation,0.3,0,0.3,0.3732704402515723,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,3180.0,1060.0,fraction,0.6595734390869082,0.052279633744444054,0.12730606186037954,clean held-out test set (no pre-training detector reused),0.368,0.0,1.0,,,,,,,
framingham,range_violation,measurement_range_violation,0.4,0,0.4,0.4553459119496855,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,3180.0,1060.0,fraction,0.6768182728912041,0.02089689227824726,0.12337359300346305,clean held-out test set (no pre-training detector reused),0.536,0.0,1.0,,,,,,,
framingham,range_violation,measurement_range_violation,0.4,0,0.4,0.4553459119496855,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,3180.0,1060.0,fraction,0.6503983031525713,0.059078551303454734,0.12694378933340655,clean held-out test set (no pre-training detector reused),0.36,0.0,1.0,,,,,,,
framingham,range_violation,measurement_range_violation,0.0,1,0.0,0.10062893081761,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,3180.0,1060.0,fraction,0.7329607085857992,0.02868305414930547,0.1165800121486672,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,range_violation,measurement_range_violation,0.0,1,0.0,0.10062893081761,0.01,high,tabular,health,measurement_range_violation,physical_safety,xgboost,3180.0,1060.0,fraction,0.6681544020616419,0.05832100647703726,0.12818252147335213,clean held-out test set (no pre-training detector reused),,,,,,,,,,
framingham,range_violation,measurement_range_violation,0.03,1,0.0298742138364779,0.1283018867924528,0.01,high,tabular,health,measurement_range_violation,physical_safety,logreg,3180.0,1060.0,fraction,0.726756437449478,0.02314894040575615,0.11835249071654538,clean held-out test set (no pre-training detector reused),,,,,,,,,,
