dataset,modality,context,risk_level,injector,targets_subdimension,is_target,dose,realized_dose,seed,dimension,subdimension,pretraining_score,n_records,n_flagged,threshold,exceeds_threshold,detector,units
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.1,0.1,1,physical_safety,outcome_severity_exposure,0.15062893081761006,3180,479,0.1,True,outcome column base rate,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.2,0.2,1,content_safety,label_integrity,0.23039539314495627,3180,459,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,True,0.2,0.2,1,content_safety,representation_imbalance,0.2228401191658391,3180,3180,0.1,True,empirical sub-group distribution vs reference,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.2,0.2,1,physical_safety,measurement_range_violation,0.10031446540880504,3180,319,0.01,True,declared physical plausibility ranges,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.2,0.2,1,physical_safety,safety_critical_edge_case_coverage,0.25166666666666665,3180,89,0.1,True,stratum support vs declared minimum,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.2,0.2,1,physical_safety,outcome_severity_exposure,0.15125786163522012,3180,481,0.1,True,outcome column base rate,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.3,0.3,1,content_safety,label_integrity,0.230128051398004,3180,462,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,True,0.3,0.3,1,content_safety,representation_imbalance,0.22409798080105922,3180,3180,0.1,True,empirical sub-group distribution vs reference,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.3,0.3,1,physical_safety,measurement_range_violation,0.10031446540880504,3180,319,0.01,True,declared physical plausibility ranges,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.3,0.3,1,physical_safety,safety_critical_edge_case_coverage,0.25166666666666665,3180,89,0.1,True,stratum support vs declared minimum,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.3,0.3,1,physical_safety,outcome_severity_exposure,0.1509433962264151,3180,480,0.1,True,outcome column base rate,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.4,0.4,1,content_safety,label_integrity,0.23111922563927514,3180,462,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
