dataset,modality,context,injector,targets_subdimension,dimension,dose,realized_dose,seed,model,n_train,n_test,units,downstream_auc,downstream_ece,downstream_brier,evaluator,worst_subgroup_auc,subgroup_auc_gap,n_subgroups_scored
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.2,0.2,1,logreg,750,250,fraction,0.7830095238095238,0.10977542677613886,0.18234884510316876,clean held-out test set (no pre-training detector reused),0.738095238095238,0.14474499859115242,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.2,0.2,1,xgboost,750,250,fraction,0.7658666666666667,0.0964325610399246,0.17829799722122464,clean held-out test set (no pre-training detector reused),0.7242603550295859,0.11090448013524934,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.3,0.3,1,logreg,750,250,fraction,0.6889142857142857,0.1448944529009206,0.21293749008611618,clean held-out test set (no pre-training detector reused),0.7238095238095238,0.05962242885319813,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.3,0.3,1,xgboost,750,250,fraction,0.6412190476190476,0.1614550427850336,0.23304876043129058,clean held-out test set (no pre-training detector reused),0.6142011834319526,0.15502958579881665,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.4,0.4,1,logreg,750,250,fraction,0.6473904761904762,0.14950496634236363,0.22377492840646884,clean held-out test set (no pre-training detector reused),0.5604395604395604,0.17448107448107453,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.4,0.4,1,xgboost,750,250,fraction,0.5540571428571428,0.1946668831855059,0.2641157637459088,clean held-out test set (no pre-training detector reused),0.5201465201465202,0.1512820512820512,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.0,0.0,2,logreg,750,250,fraction,0.7609142857142858,0.08076451236633456,0.17691248204051446,clean held-out test set (no pre-training detector reused),0.74,0.06905752753977967,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.0,0.0,2,xgboost,750,250,fraction,0.7735619047619048,0.11325770493992604,0.17975877021140138,clean held-out test set (no pre-training detector reused),0.6727272727272727,0.16815400022254368,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.03,0.029333333333333333,2,logreg,750,250,fraction,0.7568,0.06599601089835294,0.1765887009738522,clean held-out test set (no pre-training detector reused),0.7318181818181818,0.04296761989540443,3.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.03,0.029333333333333333,2,xgboost,750,250,fraction,0.7472,0.1064966485351324,0.18304636951642428,clean held-out test set (no pre-training detector reused),0.6363636363636364,0.15800600867920334,3.0
