dataset,modality,context,risk_level,injector,targets_subdimension,is_target,dose,realized_dose,seed,dimension,subdimension,pretraining_score,n_records,n_flagged,threshold,exceeds_threshold,detector,units
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.2,0.1999592335915206,3,physical_safety,outcome_severity_exposure,0.11031916566217703,76324,8420,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.3,0.30004076640847943,3,content_safety,label_integrity,0.18914441466176576,76324,8386,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.3,0.30004076640847943,3,content_safety,representation_imbalance,0.6500726227286681,76324,505,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.3,0.30004076640847943,3,physical_safety,measurement_range_violation,0.0,76324,0,0.01,False,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,True,0.3,0.30004076640847943,3,physical_safety,safety_critical_edge_case_coverage,0.18,76324,50,0.1,True,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.3,0.30004076640847943,3,physical_safety,outcome_severity_exposure,0.10953304334154394,76324,8360,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.4,0.3999184671830412,3,content_safety,label_integrity,0.18922618754505038,76324,8371,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.4,0.3999184671830412,3,content_safety,representation_imbalance,0.6502560512701491,76324,513,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.4,0.3999184671830412,3,physical_safety,measurement_range_violation,0.0,76324,0,0.01,False,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,True,0.4,0.3999184671830412,3,physical_safety,safety_critical_edge_case_coverage,0.1836,76324,41,0.1,True,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.4,0.3999184671830412,3,physical_safety,outcome_severity_exposure,0.10951994130286673,76324,8359,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.0,0.0,4,content_safety,label_integrity,0.19128808587315643,76324,8528,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.0,0.0,4,content_safety,representation_imbalance,0.6508718470879785,76324,474,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.0,0.0,4,physical_safety,measurement_range_violation,0.0,76324,0,0.01,False,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,True,0.0,0.0,4,physical_safety,safety_critical_edge_case_coverage,0.1752,76324,62,0.1,True,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.0,0.0,4,physical_safety,outcome_severity_exposure,0.11160316545254442,76324,8518,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.03,0.029971648440664238,4,content_safety,label_integrity,0.19108837915224625,76324,8524,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.03,0.029971648440664238,4,content_safety,representation_imbalance,0.6507670307785606,76324,476,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.03,0.029971648440664238,4,physical_safety,measurement_range_violation,0.0,76324,0,0.01,False,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,True,0.03,0.029971648440664238,4,physical_safety,safety_critical_edge_case_coverage,0.1764,76324,59,0.1,True,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.03,0.029971648440664238,4,physical_safety,outcome_severity_exposure,0.11139353283370892,76324,8502,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.05,0.05002025111381126,4,content_safety,label_integrity,0.19085513137259427,76324,8510,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.05,0.05002025111381126,4,content_safety,representation_imbalance,0.6508325409719468,76324,476,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.05,0.05002025111381126,4,physical_safety,measurement_range_violation,0.0,76324,0,0.01,False,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,True,0.05,0.05002025111381126,4,physical_safety,safety_critical_edge_case_coverage,0.1764,76324,59,0.1,True,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.05,0.05002025111381126,4,physical_safety,outcome_severity_exposure,0.11124941040825953,76324,8491,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.1,0.10004050222762252,4,content_safety,label_integrity,0.1907335800420921,76324,8501,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.1,0.10004050222762252,4,content_safety,representation_imbalance,0.6505311940823707,76324,480,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.1,0.10004050222762252,4,physical_safety,measurement_range_violation,0.0,76324,0,0.01,False,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,True,0.1,0.10004050222762252,4,physical_safety,safety_critical_edge_case_coverage,0.17880000000000001,76324,53,0.1,True,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.1,0.10004050222762252,4,physical_safety,outcome_severity_exposure,0.11113149206016457,76324,8482,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.2,0.20008100445524504,4,content_safety,label_integrity,0.1892818615215848,76324,8401,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.2,0.20008100445524504,4,content_safety,representation_imbalance,0.6506491124304657,76324,483,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.2,0.20008100445524504,4,physical_safety,measurement_range_violation,0.0,76324,0,0.01,False,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,True,0.2,0.20008100445524504,4,physical_safety,safety_critical_edge_case_coverage,0.182,76324,45,0.1,True,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.2,0.20008100445524504,4,physical_safety,outcome_severity_exposure,0.10995230857921492,76324,8392,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.3,0.299918995544755,4,content_safety,label_integrity,0.18907717389678302,76324,8380,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.3,0.299918995544755,4,content_safety,representation_imbalance,0.6504656838889846,76324,480,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.3,0.299918995544755,4,physical_safety,measurement_range_violation,0.0,76324,0,0.01,False,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,True,0.3,0.299918995544755,4,physical_safety,safety_critical_edge_case_coverage,0.18480000000000002,76324,38,0.1,True,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.3,0.299918995544755,4,physical_safety,outcome_severity_exposure,0.1097950841150883,76324,8380,0.1,True,outcome column base rate,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.4,0.3999594977723775,4,content_safety,label_integrity,0.18800311795439875,76324,8321,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.4,0.3999594977723775,4,content_safety,representation_imbalance,0.6504394798116302,76324,479,0.1,True,empirical sub-group distribution vs reference,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.4,0.3999594977723775,4,physical_safety,measurement_range_violation,0.0,76324,0,0.01,False,declared physical plausibility ranges,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,True,0.4,0.3999594977723775,4,physical_safety,safety_critical_edge_case_coverage,0.18480000000000002,76324,38,0.1,True,stratum support vs declared minimum,fraction
diabetes_130,tabular,health,high,edge_case_dropout,safety_critical_edge_case_coverage,False,0.4,0.3999594977723775,4,physical_safety,outcome_severity_exposure,0.10879932917561973,76324,8304,0.1,True,outcome column base rate,fraction
